bigfsm:
 14:[0]-161,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 15:[0]-161,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 16:[0]-161,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 17:[0]-161,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 18:[0]-161,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 19:[0]-161,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 20:[0]-161,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 21:[0]-161,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 22:[0]-161,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 23:[0]-161,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 24:[0]-161,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 25:[0]-161,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 26:[0]-161,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 27:[0]-161,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 28:[0]-161,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 29:[0]-161,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 30:[0]-161,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 31:[0]-161,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 32:[0]14,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,14,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 33:[0]29,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 34:[0]6,-418,-418,-3106,-300,6,-545,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 35:[0]20,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-1057,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 36:[0]-161,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 37:[0]19,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 38:[0]27,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-1953,-5026,-3874,[30]-162,0,
 39:[0]12,-418,-418,-3106,-300,12,6,6,-4002,9,[10]9,11,-673,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 40:[0]-2849,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 41:[0]-2977,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 42:[0]17,-418,-418,-3106,-300,-300,6,6,9,10,[10]10,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 43:[0]15,-418,1,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-2209,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 44:[0]-5153,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 45:[0]16,-418,1,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-2337,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 46:[0]3,1,-418,30,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-7073,0,
 47:[0]8,-418,-418,-3106,-300,-300,6,6,11,9,[10]-41,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 48:[0]1,1,1,1,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]1,0,
 49:[0]1,1,1,1,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]1,0,
 50:[0]1,1,1,1,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]1,0,
 51:[0]1,1,1,1,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]1,0,
 52:[0]1,1,1,1,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]1,0,
 53:[0]1,1,1,1,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]1,0,
 54:[0]1,1,1,1,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]1,0,
 55:[0]1,1,1,1,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]1,0,
 56:[0]1,1,1,1,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]1,0,
 57:[0]1,1,1,1,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]1,0,
 58:[0]-4897,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 59:[0]-5409,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 60:[0]24,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,25,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 61:[0]28,-418,-418,-3106,-300,-300,6,6,-6177,9,[10]9,11,12,12,-43,-5793,-5921,-6049,0,-6305,[20]-5282,-6433,-1569,-6689,-1441,-6561,-6817,-6945,-1185,-1313,[30]-162,0,
 62:[0]22,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-2465,-3362,0,-4130,[20]-5282,-4514,23,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 63:[0]-4833,-482,-482,-3170,-364,-364,-71,-71,-4066,-74,[10]-74,-76,-77,-77,-107,-3554,-3682,-3426,0,-4194,[20]-5346,-4578,-4450,-1890,-4322,-1762,-4706,-3298,-5090,-3938,[30]-226,0,
 64:[0]-161,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 65:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 66:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 67:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 68:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 69:[0]4,2,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 70:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 71:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 72:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 73:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 74:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 75:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 76:[0]5,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 77:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 78:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 79:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 80:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 81:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 82:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 83:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 84:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 85:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 86:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 87:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 88:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 89:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 90:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 91:[0]-2593,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 92:[0]-225,-482,-482,-3170,-364,-364,-72,-71,-4066,-74,[10]-74,-76,-78,-77,-107,-3554,-3682,-3426,0,-4194,[20]-5346,-4578,-4450,-1890,-4322,-1762,-4706,-3298,-5090,-3938,[30]-226,0,
 93:[0]-2721,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 94:[0]21,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 95:[0]4,-418,-418,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 96:[0]-161,-418,-418,-3106,-300,-300,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 97:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 98:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
 99:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
100:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
101:[0]4,2,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
102:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
103:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
104:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
105:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
106:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
107:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
108:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
109:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
110:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
111:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
112:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
113:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
114:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
115:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
116:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
117:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
118:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
119:[0]4,1,1,-3106,4,4,6,6,-4002,9,[10]9,11,12,12,-43,-3490,-3618,-3362,0,-4130,[20]-5282,-4514,-4386,-1826,-4258,-1698,-4642,-3234,-5026,-3874,[30]-162,0,
